ID,中文动作,英文动作,类别,来源关系,元动作ID,道具ID,定位,来源,链接,演示范围,说明,成功判据建议,新增演示与定位
U29,抽屉推回,Drawer push,tool,extension,P23,drawer,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,抽屉推回。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U30,门柄压下,Handle depression,tool,extension,P14;P25,handle,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,门柄压下。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U31,持手机模型并拇指滑动,Thumb swipe while holding,tool,extension,P10;P22,phone,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,持手机模型并拇指滑动。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U32,空杯倾倒到目标角,Cup tilt,tool,extension,P10;P07,cup,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,空杯倾倒到目标角。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U33,剪刀空载开合,Scissor actuation,tool,extension,P10;P26,scissors,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,剪刀空载开合。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
U34,旋转螺母,Nut rotation,tool,extension,P11;P25,screw,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;Electromyography data for non-invasive naturally-controlled robotic hand prostheses,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://ninapro.hevs.ch/instructions/DB1.html,同类参考；尚无该扩展动作的逐项演示,旋转螺母。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B04,左手向右手转交,Left-to-right handover,bimanual,extension,P10;P28;P15,cube,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,左手向右手转交。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B05,右手向左手转交,Right-to-left handover,bimanual,extension,P10;P28;P15,cube,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,右手向左手转交。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B06,双手共同搬运托盘,Two-hand tray transport,bimanual,extension,P10;P16;P27,bowl,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手共同搬运托盘。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B07,一手扶瓶一手拧盖,Stabilized bottle opening,bimanual,extension,P27;P25,bottle,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手扶瓶一手拧盖。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B08,一手扶盒一手开盖,Stabilized box opening,bimanual,extension,P27;P24,box,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手扶盒一手开盖。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B09,一手扶纸一手翻页,Page turning,bimanual,extension,P27;P12;P18,book;paper,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手扶纸一手翻页。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B10,一手扶物一手插销,Stabilized peg insertion,bimanual,extension,P27;P17;P23,peg,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手扶物一手插销。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B11,一手扶线一手插接,Unpowered connector insertion,bimanual,extension,P27;P23,plug,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手扶线一手插接。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B12,一手固定一手拉链,Zipper operation,bimanual,extension,P27;P24,zip,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手固定一手拉链。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B13,双手拉开袋口,Bag opening,bimanual,extension,P27;P29,bag,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手拉开袋口。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B14,双手扶杯与倒入,Pour-and-receive,bimanual,extension,P27;P07,cup,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手扶杯与倒入。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B15,双手改变长杆方向,Two-hand rod reorientation,bimanual,extension,P27;P18,cylinder,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手改变长杆方向。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B16,稳定手与操作手换角色,Role switching,bimanual,extension,P27;P20,box,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,稳定手与操作手换角色。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B17,双手拉开套筒,Telescoping pull,bimanual,extension,P27;P24,cylinder,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手拉开套筒。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B18,双手贴合两块物体,Object alignment,bimanual,extension,P27;P17,cube,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手贴合两块物体。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B19,一手持笔一手拔帽,Bimanual pen uncapping,bimanual,extension,P27;P24,pen,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,一手持笔一手拔帽。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B20,双手拆开插接块,Block separation,bimanual,extension,P27;P24,cube,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手拆开插接块。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
B21,双手组合插接块,Block assembly,bimanual,extension,P27;P23,cube,本库采集方案扩展；来源提供分解框架或相近任务,OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion;ARCTIC: A Dataset for Dexterous Bimanual Hand-Object Manipulation;Classifying Human Manipulation Behavior,https://oakink.net/v2/;https://arctic.is.tue.mpg.de/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,双手组合插接块。在固定工作区内记录接近、接触、执行和结束四个阶段。,按任务目标记录物体终态与接触时序；具体容差在预试后设定并写入 trial 元数据。,[]
D01,布片对角拉平,Cloth spreading,deform,extension,P29;P24,cloth,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,布片对角拉平。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D02,布片对折,Cloth folding,deform,extension,P29;P16,cloth,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,布片对折。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D03,毛巾卷起,Towel rolling,deform,extension,P29;P21,cloth,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,毛巾卷起。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D04,布片角点拾取,Cloth corner pickup,deform,extension,P12;P29,cloth,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,布片角点拾取。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D05,绳索牵引,Rope pulling,deform,extension,P24;P29,rope,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,绳索牵引。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D06,绳索穿孔,Rope threading,deform,extension,P17;P29,rope;peg,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,绳索穿孔。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D07,粗绳简单打结,Simple knot tying,deform,extension,P27;P29,rope,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,粗绳简单打结。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D08,粗绳解结,Knot untying,deform,extension,P27;P29,rope,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,粗绳解结。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D09,海绵挤压释放,Sponge squeeze-release,deform,extension,P14;P29;P31,sponge,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,海绵挤压释放。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D10,软球局部按压,Local soft-ball press,deform,extension,P23;P29,sponge,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,软球局部按压。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D11,弹性圈小幅拉伸,Elastic ring stretch,deform,extension,P24;P29,elastic,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,弹性圈小幅拉伸。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D12,弹性圈套杆,Elastic ring placement,deform,extension,P17;P29,elastic;ring,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,弹性圈套杆。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D13,纸张折痕按压,Paper creasing,deform,extension,P23;P29,paper,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,纸张折痕按压。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D14,纸张受控撕开,Paper tearing,deform,extension,P24;P29,paper,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,纸张受控撕开。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D15,密封袋逐段捏封,Bag sealing,deform,extension,P11;P23,bag,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,密封袋逐段捏封。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D16,黏土搓条,Clay rolling,deform,extension,P21;P29,clay,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,黏土搓条。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D17,黏土压扁,Clay flattening,deform,extension,P23;P29,clay,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,黏土压扁。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
D18,薄膜边缘分离,Film separation,deform,extension,P12;P24,bag,本库采集方案扩展；来源提供分解框架或相近任务,Classifying Human Manipulation Behavior;OakInk 2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf;https://oakink.net/v2/,同类参考；尚无该扩展动作的逐项演示,薄膜边缘分离。在固定工作区内记录接近、接触、执行和结束四个阶段。,记录变形前后关键点、目标形状、接触次序；不得仅用刚体位姿判定成功。,[]
C01,恒定姿态轻握—较紧握,Force level change,contact,extension,P10;P31,sphere;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,恒定姿态轻握—较紧握。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C02,法向力缓慢增加,Normal-force ramp,contact,extension,P23;P31,sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,法向力缓慢增加。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C03,保持接触的切向滑动,Tangential surface slide,contact,extension,P22;P32,surface;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,保持接触的切向滑动。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C04,指腹扫描粗糙表面,Texture scanning,contact,extension,P22;P32,surface;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,指腹扫描粗糙表面。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C05,静态握持抗小扰动,Hold under small disturbance,contact,extension,P10;P31,sphere;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,静态握持抗小扰动。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C06,不同摩擦表面持握,Friction-conditioned holding,contact,extension,P10;P31,cylinder;surface,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,不同摩擦表面持握。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
C07,低质量与高质量持握,Load-conditioned holding,contact,extension,P10;P31,bottle;weight;sensor,本库采集方案扩展；来源提供分解框架或相近任务,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation;Classifying Human Manipulation Behavior,https://dex-umi.github.io/;https://www.eng.yale.edu/grablab/pubs/bullock_icorr2011.pdf,同类参考；尚无该扩展动作的逐项演示,低质量与高质量持握。在固定工作区内记录接近、接触、执行和结束四个阶段。,力级任务必须有经标定的力 / 触觉记录；视频和 EMG 本身不能直接证明接触力达标。,[]
